,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
1337,B. Guillaume,22,Belgium,68,74,Angers SCO,ST,64.0,41.0,45.0,65.0,58.0,64.0,42.0,41.0,58.0,45.0,65.0,62.0,67.0,64.0,45.0,64.0,42.0,41.0,58.0,45.0,65.0,62.0,67.0,64.0,45.0,67.0
1338,M. Antonsson,26,Sweden,68,71,Blackburn Rovers,ST,63.0,40.0,45.0,66.0,57.0,63.0,44.0,40.0,57.0,45.0,66.0,63.0,67.0,64.0,47.0,63.0,44.0,40.0,57.0,45.0,66.0,63.0,67.0,64.0,47.0,67.0
1339,E. Koulouris,21,Greece,68,78,PAOK Thessaloniki,ST,60.0,35.0,38.0,64.0,53.0,60.0,40.0,35.0,53.0,38.0,64.0,60.0,67.0,62.0,42.0,60.0,40.0,35.0,53.0,38.0,64.0,60.0,67.0,62.0,42.0,67.0
1340,Bruno Gomes,20,Brazil,68,79,Estoril Praia,ST,64.0,37.0,41.0,66.0,56.0,64.0,40.0,37.0,56.0,41.0,66.0,61.0,67.0,63.0,42.0,64.0,40.0,37.0,56.0,41.0,66.0,61.0,67.0,63.0,42.0,67.0
1341,F. Avenatti,24,Uruguay,68,74,Bologna,ST,59.0,39.0,40.0,63.0,52.0,59.0,38.0,39.0,52.0,40.0,63.0,57.0,67.0,58.0,40.0,59.0,38.0,39.0,52.0,40.0,63.0,57.0,67.0,58.0,40.0,67.0
1342,V. Parigini,21,Italy,68,79,Benevento Calcio,ST,63.0,35.0,40.0,66.0,54.0,63.0,44.0,35.0,54.0,40.0,66.0,65.0,67.0,68.0,48.0,63.0,44.0,35.0,54.0,40.0,66.0,65.0,67.0,68.0,48.0,67.0
1343,S. Makienok,26,Denmark,68,70,FC Utrecht,ST,59.0,44.0,47.0,62.0,57.0,59.0,40.0,44.0,57.0,47.0,62.0,57.0,67.0,57.0,42.0,59.0,40.0,44.0,57.0,47.0,62.0,57.0,67.0,57.0,42.0,67.0
1344,R. Buess,24,Switzerland,68,73,FC St. Gallen,ST,68.0,56.0,59.0,68.0,65.0,68.0,59.0,56.0,65.0,59.0,68.0,68.0,67.0,68.0,61.0,68.0,59.0,56.0,65.0,59.0,68.0,68.0,67.0,68.0,61.0,67.0
1345,I. Ouali,29,Algeria,68,68,KV Kortrijk,ST,65.0,40.0,47.0,65.0,59.0,65.0,49.0,40.0,59.0,47.0,65.0,67.0,62.0,67.0,53.0,65.0,49.0,40.0,59.0,47.0,65.0,67.0,62.0,67.0,53.0,62.0
1346,J. Tshibumbu,28,DR Congo,68,68,Tours FC,ST,65.0,42.0,47.0,66.0,59.0,65.0,46.0,42.0,59.0,47.0,66.0,65.0,67.0,66.0,48.0,65.0,46.0,42.0,59.0,47.0,66.0,65.0,67.0,66.0,48.0,67.0
1347,Vasco Costa,25,Portugal,68,69,Vitória Setúbal,ST,64.0,40.0,43.0,66.0,56.0,64.0,43.0,40.0,56.0,43.0,66.0,64.0,67.0,65.0,46.0,64.0,43.0,40.0,56.0,43.0,66.0,64.0,67.0,65.0,46.0,67.0
1348,Rabiola,27,Portugal,68,68,FC Paços de Ferreira,ST,65.0,49.0,50.0,67.0,60.0,65.0,47.0,49.0,60.0,50.0,67.0,63.0,67.0,66.0,49.0,65.0,47.0,49.0,60.0,50.0,67.0,63.0,67.0,66.0,49.0,67.0
1349,E. Manu,23,Ghana,68,72,Gençlerbirliği SK,ST,64.0,44.0,46.0,67.0,56.0,64.0,49.0,44.0,56.0,46.0,67.0,66.0,68.0,68.0,52.0,64.0,49.0,44.0,56.0,46.0,67.0,66.0,68.0,68.0,52.0,68.0
1350,Simy,25,Nigeria,68,71,Crotone,ST,57.0,45.0,43.0,61.0,51.0,57.0,39.0,45.0,51.0,43.0,61.0,53.0,67.0,56.0,40.0,57.0,39.0,45.0,51.0,43.0,61.0,53.0,67.0,56.0,40.0,67.0
1351,Mosquito,21,Brazil,68,82,Arsenal de Sarandí,ST,64.0,39.0,42.0,67.0,55.0,64.0,43.0,39.0,55.0,42.0,67.0,63.0,67.0,66.0,45.0,64.0,43.0,39.0,55.0,42.0,67.0,63.0,67.0,66.0,45.0,67.0
1352,J. Blayac,34,France,68,68,RC Strasbourg,ST,64.0,47.0,49.0,65.0,59.0,64.0,48.0,47.0,59.0,49.0,65.0,62.0,67.0,63.0,50.0,64.0,48.0,47.0,59.0,49.0,65.0,62.0,67.0,63.0,50.0,67.0
1353,K. Igboananike,28,Nigeria,68,68,Örebro SK,ST,63.0,43.0,44.0,66.0,54.0,63.0,47.0,43.0,54.0,44.0,66.0,63.0,67.0,65.0,49.0,63.0,47.0,43.0,54.0,44.0,66.0,63.0,67.0,65.0,49.0,67.0
1354,Jordi Mboula,18,Spain,68,85,AS Monaco,ST,65.0,42.0,46.0,66.0,57.0,65.0,49.0,42.0,57.0,46.0,66.0,67.0,66.0,68.0,52.0,65.0,49.0,42.0,57.0,46.0,66.0,67.0,66.0,68.0,52.0,66.0
1355,C. Diarra,25,Mali,68,73,Tours FC,ST,63.0,44.0,47.0,65.0,56.0,63.0,49.0,44.0,56.0,47.0,65.0,64.0,67.0,66.0,51.0,63.0,49.0,44.0,56.0,47.0,65.0,64.0,67.0,66.0,51.0,67.0
1356,Villalibre,19,Spain,68,80,Real Valladolid,ST,61.0,42.0,44.0,64.0,54.0,61.0,42.0,42.0,54.0,44.0,64.0,60.0,67.0,61.0,44.0,61.0,42.0,42.0,54.0,44.0,64.0,60.0,67.0,61.0,44.0,67.0
1357,Jonaldo Santoso,25,Brazil,68,68,Avaí Futebol Clube,ST,59.0,50.0,49.0,63.0,55.0,59.0,50.0,50.0,55.0,49.0,63.0,59.0,67.0,60.0,51.0,59.0,50.0,50.0,55.0,49.0,63.0,59.0,67.0,60.0,51.0,67.0
1358,G. Puşcaş,21,Romania,68,78,Benevento Calcio,ST,61.0,38.0,40.0,65.0,52.0,61.0,40.0,38.0,52.0,40.0,65.0,59.0,67.0,62.0,42.0,61.0,40.0,38.0,52.0,40.0,65.0,59.0,67.0,62.0,42.0,67.0
1359,S. Diarra,33,Mali,68,68,Valenciennes FC,ST,67.0,52.0,57.0,66.0,64.0,67.0,56.0,52.0,64.0,57.0,66.0,67.0,64.0,67.0,58.0,67.0,56.0,52.0,64.0,57.0,66.0,67.0,64.0,67.0,58.0,64.0
1360,A. Isak,17,Sweden,68,84,Borussia Dortmund,ST,64.0,38.0,42.0,66.0,56.0,64.0,44.0,38.0,56.0,42.0,66.0,64.0,67.0,66.0,47.0,64.0,44.0,38.0,56.0,42.0,66.0,64.0,67.0,66.0,47.0,67.0
1361,Magno,29,Brazil,68,68,Jeju United FC,ST,68.0,47.0,54.0,69.0,64.0,68.0,52.0,47.0,64.0,54.0,69.0,68.0,67.0,69.0,55.0,68.0,52.0,47.0,64.0,54.0,69.0,68.0,67.0,69.0,55.0,67.0
1362,M. Pourié,26,Germany,68,70,Randers FC,ST,63.0,42.0,47.0,66.0,58.0,63.0,46.0,42.0,58.0,47.0,66.0,65.0,67.0,64.0,50.0,63.0,46.0,42.0,58.0,47.0,66.0,65.0,67.0,64.0,50.0,67.0
1363,S. Higuerrez,33,Chile,68,68,Everton de Viña del Mar,ST,64.0,45.0,45.0,66.0,57.0,64.0,46.0,45.0,57.0,45.0,66.0,62.0,67.0,65.0,48.0,64.0,46.0,45.0,57.0,45.0,66.0,62.0,67.0,65.0,48.0,67.0
1364,A. Canelo,25,Argentina,68,72,Deportivo Toluca,ST,67.0,41.0,47.0,68.0,60.0,67.0,48.0,41.0,60.0,47.0,68.0,68.0,67.0,69.0,51.0,67.0,48.0,41.0,60.0,47.0,68.0,68.0,67.0,69.0,51.0,67.0
1365,P. Lugüercio,35,Argentina,68,68,Estudiantes de La Plata,ST,67.0,49.0,53.0,68.0,61.0,67.0,54.0,49.0,61.0,53.0,68.0,67.0,67.0,68.0,55.0,67.0,54.0,49.0,61.0,53.0,68.0,67.0,67.0,68.0,55.0,67.0
1366,S. Morison,33,Wales,68,68,Millwall,ST,62.0,52.0,53.0,64.0,59.0,62.0,49.0,52.0,59.0,53.0,64.0,60.0,67.0,61.0,51.0,62.0,49.0,52.0,59.0,53.0,64.0,60.0,67.0,61.0,51.0,67.0
1367,D. Graham,31,England,68,68,Blackburn Rovers,ST,64.0,56.0,57.0,65.0,62.0,64.0,52.0,56.0,62.0,57.0,65.0,61.0,67.0,62.0,53.0,64.0,52.0,56.0,62.0,57.0,65.0,61.0,67.0,62.0,53.0,67.0
1368,M. Murillo,23,Colombia,68,75,Asociacion Deportivo Cali,ST,62.0,43.0,48.0,65.0,58.0,62.0,48.0,43.0,58.0,48.0,65.0,64.0,67.0,64.0,50.0,62.0,48.0,43.0,58.0,48.0,65.0,64.0,67.0,64.0,50.0,67.0
1369,F. Raičević,23,Montenegro,68,73,Vercelli,ST,61.0,42.0,44.0,63.0,56.0,61.0,42.0,42.0,56.0,44.0,63.0,58.0,67.0,59.0,43.0,61.0,42.0,42.0,56.0,44.0,63.0,58.0,67.0,59.0,43.0,67.0
1370,H. Okuno,27,Japan,68,68,Vegalta Sendai,ST,65.0,35.0,47.0,64.0,63.0,65.0,47.0,35.0,63.0,47.0,64.0,67.0,61.0,65.0,52.0,65.0,47.0,35.0,63.0,47.0,64.0,67.0,61.0,65.0,52.0,61.0
1371,N. Helenius,26,Denmark,68,71,Odense Boldklub,ST,65.0,39.0,47.0,66.0,61.0,65.0,43.0,39.0,61.0,47.0,66.0,62.0,67.0,62.0,45.0,65.0,43.0,39.0,61.0,47.0,66.0,62.0,67.0,62.0,45.0,67.0
1372,N. Maynard,30,England,68,68,Aberdeen,ST,67.0,44.0,49.0,68.0,61.0,67.0,49.0,44.0,61.0,49.0,68.0,66.0,67.0,67.0,52.0,67.0,49.0,44.0,61.0,49.0,68.0,66.0,67.0,67.0,52.0,67.0
1373,V. Lundberg,26,Sweden,68,70,CS Marítimo,ST,64.0,50.0,54.0,65.0,62.0,64.0,52.0,50.0,62.0,54.0,65.0,65.0,67.0,64.0,55.0,64.0,52.0,50.0,62.0,54.0,65.0,65.0,67.0,64.0,55.0,67.0
1374,S. May,24,Scotland,68,72,Aberdeen,ST,66.0,42.0,47.0,67.0,61.0,66.0,48.0,42.0,61.0,47.0,67.0,66.0,67.0,67.0,51.0,66.0,48.0,42.0,61.0,47.0,67.0,66.0,67.0,67.0,51.0,67.0
1375,M. Mak,25,Poland,68,69,Śląsk Wrocław,ST,66.0,34.0,42.0,67.0,58.0,66.0,45.0,34.0,58.0,42.0,67.0,67.0,65.0,68.0,48.0,66.0,45.0,34.0,58.0,42.0,67.0,67.0,65.0,68.0,48.0,65.0
1376,J. Arce,32,Bolivia,68,68,,ST,66.0,46.0,51.0,67.0,61.0,66.0,53.0,46.0,61.0,51.0,67.0,67.0,66.0,67.0,55.0,66.0,53.0,46.0,61.0,51.0,67.0,67.0,66.0,67.0,55.0,66.0
1377,L. Rosseti,22,Italy,68,76,Ascoli,ST,64.0,45.0,47.0,66.0,58.0,64.0,47.0,45.0,58.0,47.0,66.0,63.0,67.0,64.0,49.0,64.0,47.0,45.0,58.0,47.0,66.0,63.0,67.0,64.0,49.0,67.0
1378,Hwang Ui Jo,24,Korea Republic,68,72,Gamba Osaka,ST,65.0,50.0,53.0,66.0,61.0,65.0,53.0,50.0,61.0,53.0,66.0,65.0,67.0,66.0,55.0,65.0,53.0,50.0,61.0,53.0,66.0,65.0,67.0,66.0,55.0,67.0
1379,M. Thiam,22,Senegal,68,77,Barnsley,ST,63.0,57.0,56.0,65.0,59.0,63.0,57.0,57.0,59.0,56.0,65.0,62.0,67.0,64.0,58.0,63.0,57.0,57.0,59.0,56.0,65.0,62.0,67.0,64.0,58.0,67.0
1380,T. Bradshaw,24,Wales,68,72,Barnsley,ST,61.0,38.0,42.0,65.0,53.0,61.0,45.0,38.0,53.0,42.0,65.0,62.0,67.0,64.0,47.0,61.0,45.0,38.0,53.0,42.0,65.0,62.0,67.0,64.0,47.0,67.0
1381,Wanderson,25,Brazil,68,72,GwangJu FC,ST,65.0,36.0,41.0,67.0,57.0,65.0,42.0,36.0,57.0,41.0,67.0,64.0,67.0,66.0,45.0,65.0,42.0,36.0,57.0,41.0,67.0,64.0,67.0,66.0,45.0,67.0
1382,M. Pedersen,27,Norway,68,69,Strømsgodset IF,ST,61.0,52.0,49.0,64.0,55.0,61.0,51.0,52.0,55.0,49.0,64.0,61.0,67.0,63.0,52.0,61.0,51.0,52.0,55.0,49.0,64.0,61.0,67.0,63.0,52.0,67.0
1383,N. Eliasson,21,Sweden,68,78,Bristol City,ST,64.0,37.0,45.0,62.0,57.0,64.0,50.0,37.0,57.0,45.0,62.0,67.0,57.0,67.0,54.0,64.0,50.0,37.0,57.0,45.0,62.0,67.0,57.0,67.0,54.0,57.0
1384,Nono,26,Spain,68,69,AD Alcorcón,ST,66.0,37.0,47.0,66.0,61.0,66.0,49.0,37.0,61.0,47.0,66.0,67.0,62.0,67.0,53.0,66.0,49.0,37.0,61.0,47.0,66.0,67.0,62.0,67.0,53.0,62.0
1385,U. Bulut,34,Turkey,68,68,Kayserispor,ST,61.0,49.0,50.0,65.0,58.0,61.0,51.0,49.0,58.0,50.0,65.0,62.0,67.0,62.0,52.0,61.0,51.0,49.0,58.0,50.0,65.0,62.0,67.0,62.0,52.0,67.0
1386,P. Sotiriou,24,Cyprus,68,73,FC København,ST,63.0,45.0,46.0,66.0,56.0,63.0,46.0,45.0,56.0,46.0,66.0,62.0,67.0,62.0,47.0,63.0,46.0,45.0,56.0,46.0,66.0,62.0,67.0,62.0,47.0,67.0
1387,Franci Martinho,33,Brazil,68,68,Associação Atlética Ponte Preta,ST,56.0,39.0,39.0,61.0,50.0,56.0,40.0,39.0,50.0,39.0,61.0,57.0,67.0,59.0,42.0,56.0,40.0,39.0,50.0,39.0,61.0,57.0,67.0,59.0,42.0,67.0
1388,M. Ishak,24,Sweden,68,72,1. FC Nürnberg,ST,60.0,51.0,48.0,64.0,54.0,60.0,51.0,51.0,54.0,48.0,64.0,60.0,67.0,63.0,51.0,60.0,51.0,51.0,54.0,48.0,64.0,60.0,67.0,63.0,51.0,67.0
1389,F. Gounongbe,29,Benin,68,68,Cardiff City,ST,60.0,43.0,42.0,64.0,53.0,60.0,40.0,43.0,53.0,42.0,64.0,58.0,67.0,60.0,42.0,60.0,40.0,43.0,53.0,42.0,64.0,58.0,67.0,60.0,42.0,67.0
1390,F. Gulbrandsen,24,Norway,68,73,FC Red Bull Salzburg,ST,63.0,48.0,50.0,66.0,57.0,63.0,52.0,48.0,57.0,50.0,66.0,65.0,67.0,67.0,55.0,63.0,52.0,48.0,57.0,50.0,66.0,65.0,67.0,67.0,55.0,67.0
1391,J. Amione,27,Mexico,68,69,Puebla,ST,64.0,43.0,47.0,66.0,58.0,64.0,46.0,43.0,58.0,47.0,66.0,65.0,67.0,66.0,49.0,64.0,46.0,43.0,58.0,47.0,66.0,65.0,67.0,66.0,49.0,67.0
1392,G. Cano,29,Argentina,68,68,Pachuca,ST,66.0,41.0,47.0,66.0,61.0,66.0,45.0,41.0,61.0,47.0,66.0,63.0,67.0,64.0,47.0,66.0,45.0,41.0,61.0,47.0,66.0,63.0,67.0,64.0,47.0,67.0
1393,A. Brighenti,29,Italy,68,68,Cremonese,ST,64.0,45.0,49.0,66.0,60.0,64.0,45.0,45.0,60.0,49.0,66.0,62.0,67.0,62.0,47.0,64.0,45.0,45.0,60.0,49.0,66.0,62.0,67.0,62.0,47.0,67.0
1394,A. Grimaldi,26,Germany,68,69,SC Preußen Münster,ST,59.0,43.0,44.0,62.0,53.0,59.0,43.0,43.0,53.0,44.0,62.0,58.0,67.0,59.0,45.0,59.0,43.0,43.0,53.0,44.0,62.0,58.0,67.0,59.0,45.0,67.0
1395,G. Kuświk,30,Poland,68,68,Lechia Gdańsk,ST,63.0,45.0,49.0,65.0,60.0,63.0,50.0,45.0,60.0,49.0,65.0,65.0,67.0,65.0,52.0,63.0,50.0,45.0,60.0,49.0,65.0,65.0,67.0,65.0,52.0,67.0
1396,A. Levipan,25,Chile,68,68,Unión Española,ST,59.0,50.0,49.0,63.0,55.0,59.0,50.0,50.0,55.0,49.0,63.0,59.0,67.0,60.0,51.0,59.0,50.0,50.0,55.0,49.0,63.0,59.0,67.0,60.0,51.0,67.0
1397,Luis Henrique,19,Brazil,68,78,CD Feirense,ST,64.0,37.0,41.0,66.0,57.0,64.0,41.0,37.0,57.0,41.0,66.0,63.0,67.0,64.0,44.0,64.0,41.0,37.0,57.0,41.0,66.0,63.0,67.0,64.0,44.0,67.0
1398,G. Cellerino,31,Argentina,68,68,Deportivo Pasto,ST,59.0,48.0,47.0,63.0,54.0,59.0,45.0,48.0,54.0,47.0,63.0,58.0,67.0,60.0,46.0,59.0,45.0,48.0,54.0,47.0,63.0,58.0,67.0,60.0,46.0,67.0
1399,A. Vuletich,25,Argentina,68,71,Águilas Doradas,ST,63.0,47.0,49.0,65.0,58.0,63.0,47.0,47.0,58.0,49.0,65.0,63.0,67.0,63.0,49.0,63.0,47.0,47.0,58.0,49.0,65.0,63.0,67.0,63.0,49.0,67.0
1400,C. Harriott,23,England,68,75,Reading,ST,67.0,41.0,46.0,67.0,59.0,67.0,48.0,41.0,59.0,46.0,67.0,67.0,63.0,69.0,52.0,67.0,48.0,41.0,59.0,46.0,67.0,67.0,63.0,69.0,52.0,63.0
1401,S. Andersson,25,Sweden,68,71,1. FC Kaiserslautern,ST,59.0,43.0,42.0,63.0,52.0,59.0,42.0,43.0,52.0,42.0,63.0,58.0,67.0,59.0,43.0,59.0,42.0,43.0,52.0,42.0,63.0,58.0,67.0,59.0,43.0,67.0
1402,F. Černych,26,Lithuania,68,68,Jagiellonia Białystok,ST,65.0,36.0,43.0,67.0,59.0,65.0,44.0,36.0,59.0,43.0,67.0,67.0,66.0,67.0,48.0,65.0,44.0,36.0,59.0,43.0,67.0,67.0,66.0,67.0,48.0,66.0
1403,S. Benrahma,21,Algeria,68,76,La Berrichonne de Châteauroux,ST,67.0,40.0,49.0,67.0,61.0,67.0,49.0,40.0,61.0,49.0,67.0,67.0,64.0,68.0,52.0,67.0,49.0,40.0,61.0,49.0,67.0,67.0,64.0,68.0,52.0,64.0
1404,Everaldo,25,Brazil,68,69,Querétaro,ST,63.0,39.0,42.0,66.0,56.0,63.0,44.0,39.0,56.0,42.0,66.0,62.0,67.0,64.0,46.0,63.0,44.0,39.0,56.0,42.0,66.0,62.0,67.0,64.0,46.0,67.0
1405,L. Abdi,28,Somalia,68,68,FK Haugesund,ST,67.0,50.0,55.0,67.0,63.0,67.0,56.0,50.0,63.0,55.0,67.0,67.0,65.0,67.0,58.0,67.0,56.0,50.0,63.0,55.0,67.0,67.0,65.0,67.0,58.0,65.0
1406,M. Reineraso,33,Chile,68,68,San Luis de Quillota,ST,67.0,52.0,54.0,68.0,62.0,67.0,53.0,52.0,62.0,54.0,68.0,64.0,67.0,66.0,54.0,67.0,53.0,52.0,62.0,54.0,68.0,64.0,67.0,66.0,54.0,67.0
1407,D. Saint-Louis,22,France,68,74,Paris FC,ST,65.0,42.0,47.0,66.0,59.0,65.0,49.0,42.0,59.0,47.0,66.0,67.0,65.0,68.0,52.0,65.0,49.0,42.0,59.0,47.0,66.0,67.0,65.0,68.0,52.0,65.0
1408,V. Muriqi,23,Kosovo,68,76,Gençlerbirliği SK,ST,58.0,41.0,41.0,62.0,52.0,58.0,41.0,41.0,52.0,41.0,62.0,57.0,67.0,59.0,42.0,58.0,41.0,41.0,52.0,41.0,62.0,57.0,67.0,59.0,42.0,67.0
1409,G. Giakoumakis,22,Greece,68,74,AEK Athens,ST,59.0,44.0,42.0,64.0,51.0,59.0,43.0,44.0,51.0,42.0,64.0,58.0,67.0,61.0,44.0,59.0,43.0,44.0,51.0,42.0,64.0,58.0,67.0,61.0,44.0,67.0
1410,J. Collins,26,Republic of Ireland,68,70,Luton Town,ST,60.0,44.0,45.0,63.0,55.0,60.0,44.0,44.0,55.0,45.0,63.0,59.0,67.0,60.0,46.0,60.0,44.0,44.0,55.0,45.0,63.0,59.0,67.0,60.0,46.0,67.0
1411,Edú,35,Brazil,68,68,Jeonbuk Hyundai Motors,ST,64.0,56.0,57.0,64.0,62.0,64.0,54.0,56.0,62.0,57.0,64.0,63.0,67.0,64.0,55.0,64.0,54.0,56.0,62.0,57.0,64.0,63.0,67.0,64.0,55.0,67.0
1412,Tiago Caeiro,33,Portugal,68,68,CF Os Belenenses,ST,56.0,45.0,42.0,61.0,50.0,56.0,36.0,45.0,50.0,42.0,61.0,53.0,67.0,55.0,37.0,56.0,36.0,45.0,50.0,42.0,61.0,53.0,67.0,55.0,37.0,67.0
1413,D. Lekić,32,Serbia,68,68,CF Reus Deportiu,ST,59.0,46.0,46.0,61.0,55.0,59.0,42.0,46.0,55.0,46.0,61.0,56.0,67.0,57.0,43.0,59.0,42.0,46.0,55.0,46.0,61.0,56.0,67.0,57.0,43.0,67.0
1414,D. Kownacki,20,Poland,68,81,Sampdoria,ST,66.0,41.0,48.0,66.0,60.0,66.0,47.0,41.0,60.0,48.0,66.0,66.0,67.0,66.0,50.0,66.0,47.0,41.0,60.0,48.0,66.0,66.0,67.0,66.0,50.0,67.0
1415,P. Parzyszek,23,Poland,68,74,PEC Zwolle,ST,63.0,47.0,49.0,65.0,58.0,63.0,47.0,47.0,58.0,49.0,65.0,61.0,67.0,62.0,49.0,63.0,47.0,47.0,58.0,49.0,65.0,61.0,67.0,62.0,49.0,67.0
1416,C. Bedia,21,Ivory Coast,68,76,Sporting Charleroi,ST,62.0,48.0,47.0,65.0,55.0,62.0,47.0,48.0,55.0,47.0,65.0,60.0,67.0,63.0,48.0,62.0,47.0,48.0,55.0,47.0,65.0,60.0,67.0,63.0,48.0,67.0
1417,D. Bodul,28,Croatia,68,68,Amkar Perm,ST,66.0,44.0,50.0,66.0,62.0,66.0,48.0,44.0,62.0,50.0,66.0,66.0,67.0,66.0,51.0,66.0,48.0,44.0,62.0,50.0,66.0,66.0,67.0,66.0,51.0,67.0
1418,L. Höler,22,Germany,68,74,SV Sandhausen,ST,63.0,42.0,44.0,65.0,55.0,63.0,44.0,42.0,55.0,44.0,65.0,62.0,67.0,64.0,46.0,63.0,44.0,42.0,55.0,44.0,65.0,62.0,67.0,64.0,46.0,67.0
1419,A. Leya Iseka,19,Belgium,68,79,SV Zulte-Waregem,ST,62.0,38.0,41.0,65.0,54.0,62.0,43.0,38.0,54.0,41.0,65.0,63.0,67.0,65.0,45.0,62.0,43.0,38.0,54.0,41.0,65.0,63.0,67.0,65.0,45.0,67.0
1420,N. Pedersen,29,Denmark,68,68,KV Mechelen,ST,67.0,43.0,48.0,67.0,62.0,67.0,41.0,43.0,62.0,48.0,67.0,62.0,67.0,64.0,44.0,67.0,41.0,43.0,62.0,48.0,67.0,62.0,67.0,64.0,44.0,67.0
1421,F. Malbašić,24,Serbia,68,74,CD Tenerife,ST,67.0,40.0,46.0,68.0,60.0,67.0,47.0,40.0,60.0,46.0,68.0,67.0,65.0,69.0,51.0,67.0,47.0,40.0,60.0,46.0,68.0,67.0,65.0,69.0,51.0,65.0
1422,Zhang Yuning,20,China PR,68,78,SV Werder Bremen,ST,63.0,43.0,47.0,64.0,59.0,63.0,44.0,43.0,59.0,47.0,64.0,62.0,67.0,63.0,46.0,63.0,44.0,43.0,59.0,47.0,64.0,62.0,67.0,63.0,46.0,67.0
1423,M. Affonso,25,Uruguay,68,73,Atlético Tucumán,ST,65.0,46.0,50.0,66.0,62.0,65.0,48.0,46.0,62.0,50.0,66.0,66.0,67.0,65.0,50.0,65.0,48.0,46.0,62.0,50.0,66.0,66.0,67.0,65.0,50.0,67.0
1424,E. Farias,29,Venezuela,68,68,CD Once Caldas Manizales,ST,60.0,43.0,45.0,63.0,54.0,60.0,40.0,43.0,54.0,45.0,63.0,57.0,67.0,59.0,42.0,60.0,40.0,43.0,54.0,45.0,63.0,57.0,67.0,59.0,42.0,67.0
1425,P. Testroet,26,Germany,68,68,SG Dynamo Dresden,ST,62.0,50.0,50.0,65.0,57.0,62.0,51.0,50.0,57.0,50.0,65.0,63.0,67.0,64.0,53.0,62.0,51.0,50.0,57.0,50.0,65.0,63.0,67.0,64.0,53.0,67.0
1426,H. Al Raheb,33,Saudi Arabia,68,68,Al Nassr,ST,59.0,42.0,42.0,63.0,51.0,59.0,46.0,42.0,51.0,42.0,63.0,60.0,67.0,61.0,48.0,59.0,46.0,42.0,51.0,42.0,63.0,60.0,67.0,61.0,48.0,67.0
1427,J. Dongou Tsafack,22,Cameroon,68,77,Gimnàstic de Tarragona,ST,64.0,39.0,43.0,66.0,55.0,64.0,44.0,39.0,55.0,43.0,66.0,64.0,67.0,66.0,47.0,64.0,44.0,39.0,55.0,43.0,66.0,64.0,67.0,66.0,47.0,67.0
1428,G. Charbonnier,28,France,68,68,Stade Brestois 29,ST,67.0,45.0,50.0,67.0,63.0,67.0,44.0,45.0,63.0,50.0,67.0,63.0,69.0,65.0,47.0,67.0,44.0,45.0,63.0,50.0,67.0,63.0,69.0,65.0,47.0,69.0
1429,T. Boere,24,Netherlands,68,73,FC Twente,ST,61.0,41.0,43.0,64.0,55.0,61.0,42.0,41.0,55.0,43.0,64.0,60.0,67.0,61.0,44.0,61.0,42.0,41.0,55.0,43.0,64.0,60.0,67.0,61.0,44.0,67.0
1430,P. Gladon,25,Netherlands,68,70,Heracles Almelo,ST,60.0,44.0,46.0,62.0,56.0,60.0,43.0,44.0,56.0,46.0,62.0,58.0,67.0,59.0,45.0,60.0,43.0,44.0,56.0,46.0,62.0,58.0,67.0,59.0,45.0,67.0
1431,C. Arango,22,Colombia,68,76,CD Aves,ST,61.0,42.0,43.0,65.0,53.0,61.0,43.0,42.0,53.0,43.0,65.0,61.0,67.0,63.0,45.0,61.0,43.0,42.0,53.0,43.0,65.0,61.0,67.0,63.0,45.0,67.0
1432,M. Ureña,27,Costa Rica,68,69,San Jose Earthquakes,ST,67.0,50.0,54.0,68.0,61.0,67.0,54.0,50.0,61.0,54.0,68.0,67.0,67.0,69.0,56.0,67.0,54.0,50.0,61.0,54.0,68.0,67.0,67.0,69.0,56.0,67.0
1433,A. Armstrong,20,England,68,81,Bolton Wanderers,ST,64.0,42.0,47.0,66.0,57.0,64.0,47.0,42.0,57.0,47.0,66.0,65.0,67.0,66.0,49.0,64.0,47.0,42.0,57.0,47.0,66.0,65.0,67.0,66.0,49.0,67.0
1434,Marc Gual,21,Spain,68,76,Sevilla Atlético,ST,62.0,34.0,39.0,65.0,54.0,62.0,40.0,34.0,54.0,39.0,65.0,61.0,67.0,63.0,42.0,62.0,40.0,34.0,54.0,39.0,65.0,61.0,67.0,63.0,42.0,67.0
1435,C. Colmán,23,Paraguay,68,75,FC Dallas,ST,61.0,40.0,40.0,65.0,52.0,61.0,40.0,40.0,52.0,40.0,65.0,59.0,67.0,62.0,42.0,61.0,40.0,40.0,52.0,40.0,65.0,59.0,67.0,62.0,42.0,67.0
1436,K. Boyd,33,Scotland,68,68,Kilmarnock,ST,61.0,41.0,44.0,63.0,56.0,61.0,39.0,41.0,56.0,44.0,63.0,59.0,67.0,61.0,42.0,61.0,39.0,41.0,56.0,44.0,63.0,59.0,67.0,61.0,42.0,67.0
1437,J. Garro,24,Argentina,68,75,Godoy Cruz,ST,63.0,36.0,42.0,66.0,56.0,63.0,43.0,36.0,56.0,42.0,66.0,64.0,67.0,65.0,47.0,63.0,43.0,36.0,56.0,42.0,66.0,64.0,67.0,65.0,47.0,67.0
